H_L0.1_weight,H_L0.01_weight,H_L0.01_mean,H_L0.01_variance,HH_L3_covariance,HH_L3_pcc,HH_L1_std,HH_L1_radius,HH_L1_covariance,HH_L1_pcc,HH_L0.1_std,HH_L0.1_radius,HH_L0.1_covariance,HH_L0.1_pcc,HH_L0.01_std,HH_L0.01_radius,HH_L0.01_covariance,HH_L0.01_pcc,HH_jit_L3_variance,HH_jit_L1_variance,HH_jit_L0.1_weight,HH_jit_L0.1_variance,HH_jit_L0.01_weight,HH_jit_L0.01_mean,HH_jit_L0.01_variance,HpHp_L1_pcc,HpHp_L0.1_radius,HpHp_L0.1_pcc,HpHp_L0.01_weight,HpHp_L0.01_std,HpHp_L0.01_magnitude,HpHp_L0.01_radius,HpHp_L0.01_covariance,HpHp_L0.01_pcc,type
0.0015456987,0.001660502,0.06615513,0.09364391,0.38159412,0.46982324,1.39E-09,1.44E-18,0.34851477,0.4641461,0,0,0.38961926,0.4486558,9.93E-10,9.50E-19,0.43765217,0.46403483,9.35E-17,3.44E-15,0.00036638326,9.65E-15,0.00011305226,2.58E-08,9.42E-15,0.43570697,0,0.4486267,0.000391952,9.90E-10,2.08E-17,9.50E-19,0.58125275,0.47003502,0
0.4716796,0.46612233,0.0060215537,0.00010618631,0.38159412,0.46982324,0.0005883527,2.58E-07,0.34851477,0.4641461,0.0008325704,5.90E-07,0.38961926,0.4486558,0.0007716,5.72E-07,0.43765217,0.46403483,2.51E-22,1.97E-21,0.34087786,9.89E-11,0.35848415,1.13E-05,4.44E-05,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3
0.41427854,0.36422724,0.21314348,0.13157628,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826648,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,4
0.22011249,0.27112508,7.35E-05,3.75E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.982663,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2
0.45267642,0.3544921,0.20957743,0.13959055,0.38159412,0.46982324,1.48E-05,1.62E-10,0.34851477,0.4641461,0.015353782,0.00020054591,0.38961926,0.4486558,0.025757993,0.0006375748,0.43765217,0.46403483,5.08E-22,8.91E-22,0.3054327,7.81E-08,0.26407635,2.96E-05,0.00011624687,0.43570697,0,0.4486267,0,0,0.35886526,0,0.58125275,0.47003502,1
0.37779367,0.24193917,0.18457787,0.13427547,0.38159412,0.46982324,0.008686907,5.62E-05,0.34851477,0.4641461,0.01682687,0.00024087391,0.38961926,0.4486558,0.018642973,0.00033399306,0.43765217,0.46403483,1.39E-21,1.96E-21,0.23631285,5.25E-06,0.16248487,7.13E-05,0.00028042114,0.43570697,5.80E-16,0.4486267,0.5629652,1.11E-07,0.3503546,1.19E-14,0.58125275,0.47003502,5
0.00048329524,0.00049006427,0.012868831,0.00067440496,0.38159412,0.46982324,1.97E-09,0.0074465466,0.34851477,0.4641461,9.74E-09,0.00864839,0.38961926,0.4486558,0.0281683,0.008442333,0.43778458,0.47172046,3.83E-17,8.53E-17,0.00024912646,2.40E-15,0.00017700299,1.58E-08,5.61E-15,0.43570697,0,0.4486267,7.46E-05,1.98E-09,0.009929078,3.80E-18,0.58125275,0.47003502,0
0.4603206,0.21634191,0.20950007,0.13960172,0.38159412,0.46982324,0.047760077,0.0016993625,0.34851477,0.4641461,0.033285093,0.00094250264,0.38961926,0.4486558,0.02756721,0.00073028554,0.43765217,0.46403483,3.11E-21,1.38E-21,0.32050422,1.42E-05,0.1611272,8.19E-05,0.00032214948,0.43570697,0,0.4486267,0,0,0.35886526,0,0.58125275,0.47003502,1
0.44685444,0.57425827,0.21513902,0.13115256,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266494,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,4
0.37610096,0.44696352,0.20323424,0.14033625,0.38159412,0.46982324,0.004780872,1.70E-05,0.34851477,0.4641461,0.028384235,0.00068538944,0.38961926,0.4486558,0.028072737,0.00075731514,0.43765217,0.46403483,4.15E-21,1.90E-21,0.22891842,5.36E-11,0.32295388,1.13E-05,4.46E-05,0.43570697,0,0.4486267,0,0,0.35886526,0,0.58125275,0.47003502,1
0.001013029,0.0015308986,0.008116754,0.00082139386,0.38159412,0.46982324,0.006590236,3.24E-05,0.34851477,0.46479124,0.038609155,0.001312288,0.3896782,0.48003414,0.03205747,0.0011881981,0.43792507,0.51368135,1.10E-22,2.60E-19,0.00077112584,6.85E-18,0.0015601119,8.75E-10,6.83E-18,0.43570697,2.47E-05,0.44745338,0.0013471182,0.002420363,0.04009304,0.00044411563,0.5812526,0.469525,0
0.0009956533,0.0019037805,0.013449452,0.0062324414,0.38159412,0.46982324,9.80E-07,3.32E-06,0.34851477,0.46414542,0.014818478,0.0005706762,0.38961053,0.43905854,0.08589815,0.13827464,0.44759697,0.510742,3.92E-17,3.93E-17,0.0010023201,2.49E-17,0.001992376,6.06E-10,1.50E-17,0.43584555,0.0004816431,0.4748575,0.0015114229,0.04979344,0.079400435,0.14842224,0.59852165,0.63235927,0
